Label,NodeID,Recente,Ancienne,periode,label_experience
1.0,s1_f1,0.999082,0.5,2,0.7
1.0,s1_f2,0.261524,0.5,2,0.3
1.0,s1_h1,0.999082,0.5,2,0.7
1.0,s1_h2,0.999082,0.5,2,0.7
1.0,s2_f1,0.999082,0.5,2,0.7
1.0,s2_f2,0.999082,0.5,2,0.7
1.0,s2_h1,0.992659,0.5,2,0.7
1.0,s2_h2,0.998165,0.5,2,0.7
1.0,s3_f1,0.993577,0.5,2,0.7
1.0,s3_f2,0.998165,0.5,2,0.7
1.0,s3_h1,0.998165,0.5,2,0.7
1.0,s3_h2,0.992659,0.5,2,0.7
1.0,s4_f1,0.998165,0.5,2,0.7
1.0,s4_f2,0.999082,0.5,2,0.7
1.0,s4_h1,0.999082,0.5,2,0.7
1.0,s4_h2,0.999082,0.5,2,0.7
1.0,s1_f3,0.998624,0.5,2,0.7
0.4,s1_h3,0.994494,0.5,2,0.7
1.0,s1_h4,0.996559,0.5,2,0.7
1.0,s2_f3,0.998624,0.5,2,0.7
1.0,s2_h3,0.997247,0.5,2,0.7
1.0,s2_h4,0.997935,0.5,2,0.7
1.0,s3_f3,0.998624,0.5,2,0.7
1.0,s3_h3,0.261524,0.5,2,0.3
1.0,s3_h4,0.997935,0.5,2,0.7
1.0,s4_f3,0.998624,0.5,2,0.7
1.0,s4_h3,0.997247,0.5,2,0.7
1.0,s4_h4,0.999312,0.5,2,0.7
0.6,s1_f4,0.995871,0.5,2,0.7
1.0,s1_h5,0.998624,0.5,2,0.7
1.0,s2_f4,0.995871,0.5,2,0.7
1.0,s2_h5,0.995871,0.5,2,0.7
1.0,s3_f4,0.998624,0.5,2,0.7
1.0,s3_h5,0.995871,0.5,2,0.7
1.0,s4_f4,0.998624,0.5,2,0.7
1.0,s4_h5,0.998624,0.5,2,0.7
1.0,s1_f5,1.0,0.5,2,0.7
1.0,s2_f5,0.994494,0.5,2,0.7
1.0,s3_f5,1.0,0.5,2,0.7
1.0,s4_f5,1.0,0.5,2,0.7
1.0,s1_f1,0.999082,0.709233,3,0.8200000000000001
1.0,s1_f2,0.998624,0.400022,3,0.5800000000000001
1.0,s1_h1,0.999082,0.709233,3,0.8200000000000001
1.0,s1_h2,0.999082,0.709233,3,0.8200000000000001
1.0,s2_f1,0.999082,0.709233,3,0.8200000000000001
1.0,s2_f2,0.998624,0.709233,3,0.8200000000000001
1.0,s2_h1,0.992659,0.70654,3,0.8200000000000001
1.0,s2_h2,0.998165,0.708849,3,0.8200000000000001
1.0,s3_f1,0.993577,0.706925,3,0.8200000000000001
1.0,s3_f2,0.998624,0.708849,3,0.8200000000000001
1.0,s3_h1,0.998165,0.708849,3,0.8200000000000001
1.0,s3_h2,0.992659,0.70654,3,0.8200000000000001
1.0,s4_f1,0.998165,0.708849,3,0.8200000000000001
1.0,s4_f2,0.998624,0.709233,3,0.8200000000000001
1.0,s4_h1,0.999082,0.709233,3,0.8200000000000001
1.0,s4_h2,0.999082,0.709233,3,0.8200000000000001
1.0,s1_f3,0.998624,0.709041,3,0.8200000000000001
1.0,s1_h3,0.290887,0.70731,3,0.5800000000000001
1.0,s1_h4,0.996559,0.708175,3,0.8200000000000001
1.0,s2_f3,0.998624,0.709041,3,0.8200000000000001
1.0,s2_h3,0.998165,0.708464,3,0.8200000000000001
1.0,s2_h4,0.997935,0.708752,3,0.8200000000000001
1.0,s3_f3,0.998624,0.709041,3,0.8200000000000001
1.0,s3_h3,0.99633,0.400022,3,0.5800000000000001
1.0,s3_h4,0.997935,0.708752,3,0.8200000000000001
1.0,s4_f3,0.998624,0.709041,3,0.8200000000000001
1.0,s4_h3,0.998165,0.708464,3,0.8200000000000001
